committee_name,support_oppose_indicator,candidate_name,candidate_party,expenditure_amount,expenditure_description,expenditure_date,report_year
LCV VICTORY FUND,O,"TILLIS, THOM R",REP,41.93,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-10-28 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,9143.02,MAILER & POSTAGE,2020-09-24 00:00:00,2020
LCV VICTORY FUND,O,"GARDNER, CORY",REP,8.17,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-08-06 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,136168.64,MAILER & POSTAGE,2020-10-27 00:00:00,2020
LCV VICTORY FUND,O,"ERNST, JONI K",REP,210.9,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-09-24 00:00:00,2020
LCV VICTORY FUND,O,"JAMES, JOHN",REP,812.5,RESEARCH SERVICES,2020-10-14 00:00:00,2020
LCV VICTORY FUND,O,"VAN DUYNE, ELIZABETH ANN",REP,10.0,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-09-18 00:00:00,2020
LCV VICTORY FUND,O,"ERNST, JONI K",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-09-24 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,200.0,CONSULTING - ONLINE MESSAGING,2020-09-28 00:00:00,2020
LCV VICTORY FUND,O,"MCSALLY, MARTHA",REP,160.0,CONSULTING - ONLINE MESSAGING,2020-08-10 00:00:00,2020
LCV VICTORY FUND,O,"HERRELL, STELLA YVETTE",REP,312757.5,TV AD BUY,2020-09-15 00:00:00,2020
LCV VICTORY FUND,O,"TILLIS, THOM R",REP,500000.0,DIGITAL AD PRODUCTION & BUY,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,160.0,CONSULTING - ONLINE MESSAGING,2020-08-10 00:00:00,2020
LCV VICTORY FUND,S,"OSSOFF, T. JONATHAN",DEM,68617.6,DIGITAL AD PRODUCTION & BUY,2020-12-18 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,66899.04,DIGITAL AD PRODUCTION,2020-05-29 00:00:00,2020
LCV VICTORY FUND,O,"GIMENEZ, CARLOS",REP,361.11,RESEARCH SERVICES,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"JAMES, JOHN",REP,75.0,CONSULTING - ONLINE MESSAGING,2020-08-18 00:00:00,2020
LCV VICTORY FUND,O,"JAMES, JOHN",REP,45.35,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-08-10 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,1244.82,STAFF TIME AND TEXTS FOR MOBILE ALERT (VIA DRAWDOWN),2020-05-18 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,391.02,FLYER PRINTING,2020-02-28 00:00:00,2020
LCV VICTORY FUND,O,"JAMES, JOHN",REP,160.0,CONSULTING - ONLINE MESSAGING,2020-08-10 00:00:00,2020
LCV VICTORY FUND,O,"JAMES, JOHN",REP,1511.04,RADIO AD PRODUCTION,2020-10-14 00:00:00,2020
LCV VICTORY FUND,O,"ROSENDALE, MATT MR.",REP,22.79,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-10-13 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,100.0,CONSULTING - ONLINE MESSAGING,2020-10-02 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,8125.0,RESEARCH SERVICES,2020-06-22 00:00:00,2020
LCV VICTORY FUND,O,"RICHTER, DAVID",REP,7500.0,DIGITAL AD PRODUCTION,2020-09-04 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,79842.8,MAILER & POSTAGE,2020-07-07 00:00:00,2020
LCV VICTORY FUND,S,"HARRISON, JAIME",DEM,11596.59,TELEPHONE SERVICES,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"MCSALLY, MARTHA",REP,810.0,DIGITAL AD PRODUCTION & BUY (ESTIMATE),2020-05-28 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,127500.0,DIGITAL AD PRODUCTION & BUY,2020-10-15 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,322.76,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-10-25 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,332.4,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-10-23 00:00:00,2020
LCV VICTORY FUND,O,"ERNST, JONI K",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-10-02 00:00:00,2020
LCV VICTORY FUND,O,"HERRELL, STELLA YVETTE",REP,243.75,RESEARCH SERVICES,2020-09-22 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,80308.44,MAILER & POSTAGE,2020-08-04 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,126741.96,MAILER & POSTAGE,2020-08-05 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,8079.5,DIGITAL AD PRODUCTION,2020-05-15 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-08-21 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,30.0,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-09-29 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,60000.0,DATA ANALYTICS SERVICES,2020-05-18 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,210.9,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-09-08 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,61060.23,MAILER & POSTAGE,2020-10-14 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,4120.0,DIGITAL AD PRODUCTION,2020-05-13 00:00:00,2020
LCV VICTORY FUND,S,"BULLOCK, STEVE",DEM,43175.37,MAILER & POSTAGE,2020-10-26 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,5000.0,FLYER DESIGN,2020-02-21 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,257.06,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-09-07 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,1625.0,RESEARCH SERVICES,2020-08-13 00:00:00,2020
LCV VICTORY FUND,O,"HERRELL, STELLA YVETTE",REP,361.11,RESEARCH SERVICES,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,90.54,STAFF TIME AND EMAILS FOR ONLINE MESSAGE & SOCIAL MEDIA (VIA DRAWDOWN),2020-06-23 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,5946.7,DIGITAL AD PRODUCTION,2020-09-01 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,91.14,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-06-25 00:00:00,2020
LCV VICTORY FUND,O,"GARDNER, CORY",REP,45.35,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-08-10 00:00:00,2020
LCV VICTORY FUND,O,"RICHTER, DAVID",REP,28441.0,DIGITAL AD BUY,2020-10-02 00:00:00,2020
LCV VICTORY FUND,O,"GARBARINO, ANDREW",REP,8000.0,INKIND: POLLING,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"BOEBERT, LAUREN",REP,22.79,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-10-21 00:00:00,2020
LCV VICTORY FUND,O,"TILLIS, THOM R",REP,75.0,CONSULTING - ONLINE MESSAGING,2020-08-18 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,294965.45,MAILER & POSTAGE,2020-06-10 00:00:00,2020
LCV VICTORY FUND,S,"BULLOCK, STEVE",DEM,168241.0,FIELD CANVASS CONSULTING,2020-09-15 00:00:00,2020
LCV VICTORY FUND,O,"ERNST, JONI K",REP,134439.62,MAILER & POSTAGE,2020-10-22 00:00:00,2020
LCV VICTORY FUND,S,"GREENFIELD, THERESA",DEM,250.0,DIGITAL AD PRODUCTION & BUY,2020-10-23 00:00:00,2020
LCV VICTORY FUND,O,"SULLIVAN, DAN",REP,650.79,STAFF TIME AND TEXTS FOR MOBILE ALERT (VIA DRAWDOWN),2020-10-20 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,102.34,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-10-08 00:00:00,2020
LCV VICTORY FUND,O,"ERNST, JONI K",REP,10061.0,TV AD PRODUCTION,2020-10-26 00:00:00,2020
LCV VICTORY FUND,S,"JONES, GINA ORTIZ",DEM,9.11,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-10-14 00:00:00,2020
LCV VICTORY FUND,S,"GREENFIELD, THERESA",DEM,8140.0,TELEPHONE SERVICES,2020-10-06 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,3235.0,DIGITAL AD PRODUCTION & BUY (ESTIMATE),2020-05-28 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,986614.0,TV AD BUY,2020-10-15 00:00:00,2020
LCV VICTORY FUND,S,"HARRISON, JAIME",DEM,1941.33,TEXT MESSAGING SERVICES,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"MCSALLY, MARTHA",REP,52.06,STAFF TIME FOR PRESS RELEASE & SOCIAL MEDIA (VIA DRAWDOWN),2020-07-28 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,86044.5,DIGITAL AD PRODUCTION & BUY,2020-10-23 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,210.9,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-09-04 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,13332.69,DIGITAL AD PRODUCTION,2020-06-22 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,34400.0,RADIO AD BUY,2020-07-31 00:00:00,2020
LCV VICTORY FUND,S,"BULLOCK, STEVE",DEM,670.89,TEXT MESSAGING SERVICES,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,13416.66,DIGITAL AD PRODUCTION,2020-05-21 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,158632.1,MAILER & POSTAGE,2020-10-20 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-10-02 00:00:00,2020
LCV VICTORY FUND,S,"KELLY, MARK",DEM,324.06,TEXT MESSAGING SERVICES,2020-10-19 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,9574.22,DIGITAL AD PRODUCTION,2020-07-15 00:00:00,2020
LCV VICTORY FUND,O,"BOEBERT, LAUREN",REP,15705.07,TV AD PRODUCTION,2020-10-20 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,18978.74,MAILER & POSTAGE,2020-09-30 00:00:00,2020
LCV VICTORY FUND,S,"KELLY, MARK",DEM,13715.62,TELEPHONE SERVICES,2020-09-22 00:00:00,2020
LCV VICTORY FUND,O,"JAMES, JOHN",REP,160.0,CONSULTING - ONLINE MESSAGING,2020-09-29 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,77145.6,MAILER & POSTAGE,2020-08-11 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,246.05,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-09-23 00:00:00,2020
LCV VICTORY FUND,O,"SULLIVAN, DAN",REP,8134.79,TV AD PRODUCTION,2020-10-14 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,1280503.5,FIELD CANVASS CONSULTING,2020-09-15 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,615.2,STAFF TIME FOR PRESS RELEASE AND PRESS MEMO  (VIA DRAWDOWN),2020-05-18 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,190566.7,MAILER & POSTAGE`,2020-10-08 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,79223.37,MAILER & POSTAGE,2020-10-21 00:00:00,2020
LCV VICTORY FUND,S,"PETERS, GARY",DEM,10314.23,TV AD PRODUCTION,2020-04-23 00:00:00,2020
LCV VICTORY FUND,O,"GRAHAM, LINDSEY O.",REP,466925.0,RADIO AD BUY,2020-10-20 00:00:00,2020
LCV VICTORY FUND,O,"SULLIVAN, DAN",REP,793005.0,TV AD BUY,2020-10-13 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,5000.0,RADIO AD PRODUCTION,2020-07-31 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,2611.5,DIGITAL AD PRODUCTION,2020-09-17 00:00:00,2020
LCV VICTORY FUND,S,"GROSS, AL DR.",IND,50000.0,DIGITAL AD PRODUCTION & BUY,2020-10-23 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,210.9,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-09-10 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,12233.9,DIGITAL AD PRODUCTION,2020-06-23 00:00:00,2020
LCV VICTORY FUND,O,"GRAHAM, LINDSEY O.",REP,526568.0,MAILER & POSTAGE,2020-10-15 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,295.83,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-10-14 00:00:00,2020
LCV VICTORY FUND,O,"TENNEY, CLAUDIA",REP,15.19,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-09-08 00:00:00,2020
LCV VICTORY FUND,S,"PETERS, GARY",DEM,227.85,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-04-28 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-10-02 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,161.69,STAFF TIME FOR PRESS RELEASE  & SOCIAL MEDIA (VIA DRAWDOWN),2020-05-28 00:00:00,2020
LCV VICTORY FUND,S,"GIDEON, SARA",DEM,8390.5,TELEPHONE SERVICES,2020-10-19 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,7053.0,DIGITAL AD PRODUCTION,2020-07-23 00:00:00,2020
LCV VICTORY FUND,O,"RICHTER, DAVID",REP,10954.0,DIGITAL AD PRODUCTION,2020-09-28 00:00:00,2020
LCV VICTORY FUND,,"DAINES, STEVE",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-09-29 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,37.9,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-10-27 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,79223.37,MAILER & POSTAGE,2020-10-23 00:00:00,2020
LCV VICTORY FUND,O,"PERDUE, DAVID",REP,5000.0,DIGITAL AD PRODUCTION & BUY,2020-12-17 00:00:00,2020
LCV VICTORY FUND,O,"JAMES, JOHN",REP,268.68,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-10-01 00:00:00,2020
LCV VICTORY FUND,O,"JAMES, JOHN",REP,52.06,STAFF TIME FOR PRESS RELEASE & SOCIAL MEDIA (VIA DRAWDOWN),2020-07-28 00:00:00,2020
LCV VICTORY FUND,O,"JAMES, JOHN",REP,1511.04,RADIO AD PRODUCTION,2020-10-15 00:00:00,2020
LCV VICTORY FUND,S,"GREENFIELD, THERESA",DEM,122095.46,MAILER & POSTAGE,2020-10-16 00:00:00,2020
LCV VICTORY FUND,O,"GARDNER, CORY",REP,75.0,CONSULTING - ONLINE MESSAGING,2020-08-18 00:00:00,2020
LCV VICTORY FUND,S,"GIDEON, SARA",DEM,44995.38,MAILER & POSTAGE,2020-10-26 00:00:00,2020
LCV VICTORY FUND,O,"HERRELL, STELLA YVETTE",REP,10000.0,POLLING,2020-09-22 00:00:00,2020
LCV VICTORY FUND,O,"MCSALLY, MARTHA",REP,45.35,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-08-10 00:00:00,2020
LCV VICTORY FUND,O,"FREITAS, NICK J",REP,5908.54,TV AD PRODUCTION,2020-09-30 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,5002.28,TV AD PRODUCTION,2020-09-15 00:00:00,2020
LCV VICTORY FUND,O,"FREITAS, NICK J",REP,314.29,INKIND: POLLING,2020-09-29 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,1783.0,TV AD PRODUCTION,2020-10-06 00:00:00,2020
LCV VICTORY FUND,S,"CUNNINGHAM, JOE",DEM,361.11,RESEARCH SERVICES,2020-10-12 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-09-08 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,14371.0,TV AD PRODUCTION,2020-10-16 00:00:00,2020
LCV VICTORY FUND,O,"GONZALES, ERNEST ANTHONY TONY",REP,180.55,RESEARCH SERVICES,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,6500.0,RESEARCH SERVICES,2020-07-28 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,40000.0,DATA ANALYTICS SERVICES,2020-05-18 00:00:00,2020
LCV VICTORY FUND,O,"HERRELL, STELLA YVETTE",REP,22.79,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-09-22 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,220.37,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-08-19 00:00:00,2020
LCV VICTORY FUND,O,"GARBARINO, ANDREW",REP,48885.39,MAILER & POSTAGE,2020-10-15 00:00:00,2020
LCV VICTORY FUND,O,"ERNST, JONI K",REP,45.57,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-09-24 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,393064.63,MAILER & POSTAGE,2020-07-01 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,30536.02,DIGITAL AD PRODUCTION,2020-06-22 00:00:00,2020
LCV VICTORY FUND,O,"SULLIVAN, DAN",REP,600.0,CONSULTING - ONLINE MESSAGING,2020-10-18 00:00:00,2020
LCV VICTORY FUND,O,"MACE, NANCY",REP,10000.0,POLLING,2020-09-08 00:00:00,2020
LCV VICTORY FUND,O,"GRAHAM, LINDSEY O.",REP,2213.55,RADIO AD PRODUCTION,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"GIMENEZ, CARLOS",REP,5500.0,INKIND: POLLING,2020-10-13 00:00:00,2020
LCV VICTORY FUND,O,"ERNST, JONI K",REP,10.0,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-09-18 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,21486.73,VIDEO PRODUCTION,2020-06-30 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,650.35,STAFF TIME AND TEXTS FOR MOBILE ALERT (VIA DRAWDOWN),2020-10-26 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,3878.73,TEXT MESSAGING SERVICES,2020-10-07 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,11529.62,TV AD PRODUCTION,2020-08-13 00:00:00,2020
LCV VICTORY FUND,O,"TENNEY, CLAUDIA",REP,35.22,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-10-27 00:00:00,2020
