committee_name,support_oppose_indicator,candidate_name,candidate_party,expenditure_amount,expenditure_description,expenditure_date,report_year
LCV VICTORY FUND,S,"BULLOCK, STEVE",DEM,54262.5,DIGITAL AD PRODUCTION & BUY,2020-10-02 00:00:00,2020
LCV VICTORY FUND,S,"PETERS, GARY",DEM,42.74,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-10-27 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,132221.76,MAILER & POSTAGE,2020-05-12 00:00:00,2020
LCV VICTORY FUND,S,"PETERS, GARY",DEM,250000.0,TV AD BUY,2020-04-23 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,5004.0,DIGITAL AD PRODUCTION & BUY,2020-10-02 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,291.08,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-10-21 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,132221.76,MAILER & POSTAGE,2020-06-24 00:00:00,2020
LCV VICTORY FUND,O,"SULLIVAN, DAN",REP,947.93,RESEARCH SERVICES,2020-10-14 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,330.61,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-10-26 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,91.14,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-07-21 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,11214.51,TV AD PRODUCTION,2020-09-08 00:00:00,2020
LCV VICTORY FUND,O,"VAN DUYNE, ELIZABETH ANN",REP,10000.0,POLLING,2020-10-13 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,216.04,STAFF TIME FOR PRESS RELEASE & SOCIAL MEDIA (VIA DRAWDOWN),2020-06-17 00:00:00,2020
LCV VICTORY FUND,O,"FREITAS, NICK J",REP,35.23,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-10-27 00:00:00,2020
LCV VICTORY FUND,O,"MACE, NANCY",REP,22.79,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-09-18 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,175574.98,MAILER & POSTAGE,2020-09-24 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,294755.76,MAILER & POSTAGE,2020-07-17 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,16543.33,DIGITAL AD PRODUCTION,2020-05-21 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,79906.6,MAILER & POSTAGE,2020-07-02 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,385755.62,DIGITAL AD BUY,2020-07-16 00:00:00,2020
LCV VICTORY FUND,S,"CUNNINGHAM, CAL",DEM,97914.44,MAILER & POSTAGE,2020-10-15 00:00:00,2020
LCV VICTORY FUND,O,"RICHTER, DAVID",REP,10120.0,DIGITAL AD PRODUCTION,2020-10-20 00:00:00,2020
LCV VICTORY FUND,S,"BULLOCK, STEVE",DEM,14423.62,TELEPHONE SERVICES,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"VAN DUYNE, ELIZABETH ANN",REP,34.9,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-10-27 00:00:00,2020
LCV VICTORY FUND,O,"TILLIS, THOM R",REP,8.17,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-08-06 00:00:00,2020
LCV VICTORY FUND,S,"HARRISON, JAIME",DEM,500000.0,FIELD CANVASS CONSULTING,2020-10-14 00:00:00,2020
LCV VICTORY FUND,O,"ERNST, JONI K",REP,129290.46,MAILER & POSTAGE,2020-10-22 00:00:00,2020
LCV VICTORY FUND,O,"VAN DUYNE, ELIZABETH ANN",REP,875.0,INKIND: POLLING,2020-10-13 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,42500.0,DIGITAL AD PRODUCTION & BUY,2020-10-15 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-09-18 00:00:00,2020
LCV VICTORY FUND,O,"JUNGE, PAUL",REP,22.79,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-09-22 00:00:00,2020
LCV VICTORY FUND,O,"TILLIS, THOM R",REP,22.79,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-10-22 00:00:00,2020
LCV VICTORY FUND,S,"GIDEON, SARA",DEM,941.13,TEXT MESSAGING SERVICES,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"MCCONNELL, MITCH",REP,877.0,DIGITAL AD PRODUCTION & BUY,2020-07-31 00:00:00,2020
LCV VICTORY FUND,S,"GREENFIELD, THERESA",DEM,101012.74,MAILER & POSTAGE,2020-10-26 00:00:00,2020
LCV VICTORY FUND,S,"BULLOCK, STEVE",DEM,812.5,RESEARCH SERVICES,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"GRAHAM, LINDSEY O.",REP,526568.0,MAILER & POSTAGE,2020-10-19 00:00:00,2020
LCV VICTORY FUND,S,"GIDEON, SARA",DEM,204.14,TEXT MESSAGING SERVICES,2020-10-07 00:00:00,2020
LCV VICTORY FUND,O,"TILLIS, THOM R",REP,30.0,STAFF TIME FOR PRESS NOTE (VIA DRAWDOWN),2020-09-22 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,158632.1,MAILER & POSTAGE,2020-10-15 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-09-29 00:00:00,2020
LCV VICTORY FUND,O,"ROSENDALE, MATT MR.",REP,14250.0,INKIND: POLLING,2020-10-13 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,3250.0,RESEARCH SERVICES,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,430427.53,MAILER & POSTAGE,2020-07-07 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,63750.0,SURVEY RESEARCH,2020-05-08 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,116360.73,MAILER & POSTAGE,2020-05-27 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,79842.8,MAILER & POSTAGE,2020-07-07 00:00:00,2020
LCV VICTORY FUND,O,"JUNGE, PAUL",REP,35.1,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-10-28 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,210.9,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-09-09 00:00:00,2020
LCV VICTORY FUND,S,"BULLOCK, STEVE",DEM,812.5,RESEARCH SERVICES,2020-10-09 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,294965.45,MAILER & POSTAGE,2020-06-16 00:00:00,2020
LCV VICTORY FUND,O,"TILLIS, THOM R",REP,266.67,CONSULTING - ONLINE MESSAGING,2020-08-31 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-08-19 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,11362.47,DIGITAL AD PRODUCTION,2020-07-23 00:00:00,2020
LCV VICTORY FUND,O,"HUDSON, RICHARD L. JR.",REP,300000.0,DIGITAL AD PRODUCTION & BUY,2020-10-15 00:00:00,2020
LCV VICTORY FUND,O,"GONZALES, ERNEST ANTHONY TONY",REP,20000.0,INKIND: POLLING,2020-10-14 00:00:00,2020
LCV VICTORY FUND,O,"MACE, NANCY",REP,1462.5,RESEARCH SERVICES,2020-09-21 00:00:00,2020
LCV VICTORY FUND,O,"MCSALLY, MARTHA",REP,22.79,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-07-02 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,352071.0,MAILER & POSTAGE,2020-07-10 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,90000.0,DIGITAL AD BUY,2020-08-26 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,136.71,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-08-27 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,250000.0,DIGITAL AD BUY,2020-10-16 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,200.0,CONSULTING - ONLINE MESSAGING,2020-10-02 00:00:00,2020
LCV VICTORY FUND,O,"LOEFFLER, KELLY",REP,81382.4,DIGITAL AD PRODUCTION & BUY,2020-12-18 00:00:00,2020
LCV VICTORY FUND,S,"BULLOCK, STEVE",DEM,459124.68,FIELD CANVASS CONSULTING,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"GIMENEZ, CARLOS",REP,13550.0,TV AD PRODUCTION,2020-10-13 00:00:00,2020
LCV VICTORY FUND,O,"ROSENDALE, MATT MR.",REP,249645.0,RADIO AD BUY,2020-10-07 00:00:00,2020
LCV VICTORY FUND,O,"VAN DUYNE, ELIZABETH ANN",REP,5135.91,TV AD PRODUCTION,2020-10-13 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,210.9,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-09-16 00:00:00,2020
LCV VICTORY FUND,S,"GIDEON, SARA",DEM,45367.02,MAILER & POSTAGE,2020-10-22 00:00:00,2020
LCV VICTORY FUND,S,"BULLOCK, STEVE",DEM,50000.0,DIGITAL AD PRODUCTION & BUY,2020-10-13 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,3867.0,DIGITAL AD PRODUCTION,2020-05-15 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,200.0,CONSULTING - ONLINE MESSAGING,2020-10-02 00:00:00,2020
LCV VICTORY FUND,O,"HERRELL, STELLA YVETTE",REP,5000.0,INKIND: POLLING,2020-10-27 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,290.68,STAFF TIME AND TEXTS FOR MOBILE ALERT (VIA DRAWDOWN),2020-08-27 00:00:00,2020
LCV VICTORY FUND,O,"GIMENEZ, CARLOS",REP,361.11,RESEARCH SERVICES,2020-10-13 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,111544.5,DIGITAL AD PRODUCTION & BUY,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,160.0,CONSULTING - ONLINE MESSAGING,2020-09-29 00:00:00,2020
LCV VICTORY FUND,S,"CUNNINGHAM, JOE",DEM,361.11,RESEARCH SERVICES,2020-10-19 00:00:00,2020
LCV VICTORY FUND,S,"BULLOCK, STEVE",DEM,43175.37,MAILER & POSTAGE,2020-10-22 00:00:00,2020
LCV VICTORY FUND,O,"TENNEY, CLAUDIA",REP,10000.0,POLLING,2020-09-08 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,3148.0,DIGITAL AD PRODUCTION,2020-07-16 00:00:00,2020
LCV VICTORY FUND,O,"RICHTER, DAVID",REP,28442.0,DIGITAL AD BUY,2020-09-28 00:00:00,2020
LCV VICTORY FUND,S,"HARRISON, JAIME",DEM,1941.33,TEXT MESSAGING SERVICES,2020-10-14 00:00:00,2020
LCV VICTORY FUND,O,"JAMES, JOHN",REP,8.17,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-08-06 00:00:00,2020
LCV VICTORY FUND,O,"TILLIS, THOM R",REP,75.95,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-08-31 00:00:00,2020
LCV VICTORY FUND,O,"SULLIVAN, DAN",REP,8134.79,TV AD PRODUCTION,2020-10-16 00:00:00,2020
LCV VICTORY FUND,O,"JAMES, JOHN",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-10-09 00:00:00,2020
LCV VICTORY FUND,O,"TILLIS, THOM R",REP,82.02,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-09-27 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,149267.11,MAILER & POSTAGE,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,19500.0,SURVEY RESEARCH,2020-07-10 00:00:00,2020
LCV VICTORY FUND,O,"MCCONNELL, MITCH",REP,810.0,DIGITAL AD PRODUCTION & BUY (ESTIMATE),2020-05-28 00:00:00,2020
LCV VICTORY FUND,S,"OSSOFF, T. JONATHAN",DEM,22.79,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-12-21 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,91.14,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-08-04 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,6770.83,RESEARCH SERVICES,2020-05-08 00:00:00,2020
LCV VICTORY FUND,O,"HERRELL, STELLA YVETTE",REP,1462.5,RESEARCH SERVICES,2020-09-21 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,110.32,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-09-29 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,8240.0,DIGITAL AD PRODUCTION,2020-07-16 00:00:00,2020
LCV VICTORY FUND,O,"MCSALLY, MARTHA",REP,45.57,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-06-23 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,19491.0,DIGITAL AD PRODUCTION,2020-07-23 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,386100.0,DIGITAL AD BUY,2020-05-15 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,136.71,STAFF TIME FOR PRESS MEMO (VIA DRAWDOWN),2020-07-31 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,68830.0,MAILER & POSTAGE,2020-07-17 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,27429.06,MAILER & POSTAGE,2020-09-24 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,50000.0,DIGITAL AD PRODUCTION & BUY,2020-10-06 00:00:00,2020
LCV VICTORY FUND,S,"WARNOCK, RAPHAEL",DEM,22.79,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-12-21 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,13818.38,DIGITAL AD PRODUCTION,2020-07-23 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-08-23 00:00:00,2020
LCV VICTORY FUND,S,"CUNNINGHAM, CAL",DEM,371812.59,MAILER & POSTAGE,2020-09-11 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,182248.72,MAILER & POSTAGE,2020-05-27 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,30938.53,MAILER & POSTAGE,2020-09-16 00:00:00,2020
LCV VICTORY FUND,S,"PETERS, GARY",DEM,160854.75,MAILER & POSTAGE,2020-10-15 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-10-02 00:00:00,2020
LCV VICTORY FUND,O,"BOEBERT, LAUREN",REP,2666.67,INKIND: POLLING,2020-10-20 00:00:00,2020
LCV VICTORY FUND,O,"GARBARINO, ANDREW",REP,46264.16,MAILER & POSTAGE,2020-10-21 00:00:00,2020
LCV VICTORY FUND,O,"MCSALLY, MARTHA",REP,8.17,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-08-06 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,30500.05,DIGITAL AD PRODUCTION,2020-06-15 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,812.5,RESEARCH SERVICES,2020-10-08 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,91.14,STAFF TIME FOR PRESS RELEASE AND ONLINE MESSAGES  (VIA DRAWDOWN),2020-05-14 00:00:00,2020
LCV VICTORY FUND,O,"GRAHAM, LINDSEY O.",REP,51.17,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-10-15 00:00:00,2020
LCV VICTORY FUND,O,"GARDNER, CORY",REP,52.06,STAFF TIME FOR PRESS RELEASE & SOCIAL MEDIA (VIA DRAWDOWN),2020-07-28 00:00:00,2020
LCV VICTORY FUND,O,"GARDNER, CORY",REP,82.02,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-09-27 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,22.79,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-09-08 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,8.17,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-08-06 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,8442.13,DIGITAL AD PRODUCTION,2020-09-08 00:00:00,2020
LCV VICTORY FUND,O,"RICHTER, DAVID",REP,34.99,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-10-27 00:00:00,2020
LCV VICTORY FUND,S,"HARRISON, JAIME",DEM,416627.0,"FIELD CANVASS CONSULTING - CANDIDATE ALLOCATION REDUCED BY 83,373 FROM ORIGINAL REPORT SEE ABOVE",2020-10-16 00:00:00,2020
LCV VICTORY FUND,S,"GREENFIELD, THERESA",DEM,776605.88,FIELD CANVASS CONSULTING,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,68884.5,MAILER & POSTAGE,2020-07-30 00:00:00,2020
LCV VICTORY FUND,O,"VAN DUYNE, ELIZABETH ANN",REP,361.11,RESEARCH SERVICES,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,9350.0,DIGITAL AD PRODUCTION & BUY,2020-09-23 00:00:00,2020
LCV VICTORY FUND,O,"TENNEY, CLAUDIA",REP,12113.67,TV AD PRODUCTION,2020-09-03 00:00:00,2020
LCV VICTORY FUND,O,"GONZALES, ERNEST ANTHONY TONY",REP,13000.0,INKIND: POLLING,2020-10-06 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,1625.0,RESEARCH SERVICES,2020-09-03 00:00:00,2020
LCV VICTORY FUND,O,"GARDNER, CORY",REP,160.0,CONSULTING - ONLINE MESSAGING,2020-09-29 00:00:00,2020
LCV VICTORY FUND,O,"GARDNER, CORY",REP,33.96,STAFF TIME AND RESOURCES FOR PRESS RELEASE (VIA DRAWDOWN),2020-02-20 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,75.95,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-08-31 00:00:00,2020
LCV VICTORY FUND,O,"JUNGE, PAUL",REP,293000.0,TV AD BUY,2020-09-18 00:00:00,2020
LCV VICTORY FUND,O,"ERNST, JONI K",REP,266.67,CONSULTING - ONLINE MESSAGING,2020-09-29 00:00:00,2020
LCV VICTORY FUND,S,"VALENZUELA, CANDACE",DEM,9.11,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-10-14 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,325.0,CONSULTING - ONLINE MESSAGING,2020-05-18 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,75.0,CONSULTING - ONLINE MESSAGING,2020-08-18 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,1500.0,WEBSITE DESIGN & PRODUCTION,2020-05-15 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,30853.53,MAILER & POSTAGE,2020-10-02 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,22.79,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-10-13 00:00:00,2020
