committee_name,support_oppose_indicator,candidate_name,candidate_party,expenditure_amount,expenditure_description,expenditure_date,report_year
LCV VICTORY FUND,O,"GARDNER, CORY",REP,26.51,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-07-07 00:00:00,2020
LCV VICTORY FUND,S,"BULLOCK, STEVE",DEM,67149.0,FIELD CANVASS CONSULTING,2020-10-06 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,100.31,STAFF TIME FOR PRESS MEMO & SOCIAL MEDIA (VIA DRAWDOWN),2020-09-08 00:00:00,2020
LCV VICTORY FUND,S,"GREENFIELD, THERESA",DEM,2513.7,TEXT MESSAGING SERVICES,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"TILLIS, THOM R",REP,812.5,RESEARCH SERVICES,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"RICHTER, DAVID",REP,10.0,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-09-18 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,80575.23,TELEPHONE SERVICES,2020-10-06 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,1895.83,RESEARCH SERVICES,2020-09-21 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,22.79,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-10-05 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,2060.0,DIGITAL AD PRODUCTION,2020-05-13 00:00:00,2020
LCV VICTORY FUND,O,"MACE, NANCY",REP,682.5,RESEARCH SERVICES,2020-09-08 00:00:00,2020
LCV VICTORY FUND,S,"GIDEON, SARA",DEM,7184.37,TELEPHONE SERVICES,2020-09-22 00:00:00,2020
LCV VICTORY FUND,O,"ERNST, JONI K",REP,22.79,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-10-13 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,62500.0,DIGITAL AD PRODUCTION & BUY,2020-10-08 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,33.99,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-09-11 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,6326.24,MAILER & POSTAGE,2020-09-30 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,45.57,STAFF TIME FOR PRESS NOTE (VIA DRAWDOWN),2020-10-07 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,5946.7,DIGITAL AD PRODUCTION,2020-08-27 00:00:00,2020
LCV VICTORY FUND,O,"HUDSON, RICHARD L. JR.",REP,9833.33,INKIND: POLLING,2020-10-15 00:00:00,2020
LCV VICTORY FUND,O,"PERDUE, DAVID",REP,81382.4,DIGITAL AD PRODUCTION & BUY,2020-12-18 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,353123.04,MAILER & POSTAGE,2020-05-15 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,386172.0,DIGITAL AD BUY,2020-06-12 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,1166620.0,FIELD CANVASS CONSULTING,2020-10-06 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,6623.51,TEXT MESSAGING SERVICES,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"MACE, NANCY",REP,50000.0,TV AD BUY,2020-09-11 00:00:00,2020
LCV VICTORY FUND,O,"GONZALES, ERNEST ANTHONY TONY",REP,130000.0,RADIO AD PRODUCTION & BUY,2020-10-13 00:00:00,2020
LCV VICTORY FUND,O,"TILLIS, THOM R",REP,100.0,CONSULTING - ONLINE MESSAGING,2020-10-02 00:00:00,2020
LCV VICTORY FUND,O,"MCSALLY, MARTHA",REP,160.0,CONSULTING - ONLINE MESSAGING,2020-09-29 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,2000.0,DIGITAL AD PRODUCTION,2020-09-03 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,91.14,STAFF TIME FOR PRESS MEMO (VIA DRAWDOWN),2020-08-21 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,150947.55,MAILER & POSTAGE,2020-08-03 00:00:00,2020
LCV VICTORY FUND,S,"GIDEON, SARA",DEM,161262.12,FIELD CANVASS CONSULTING,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,83981.75,MAILER & POSTAGE,2020-06-10 00:00:00,2020
LCV VICTORY FUND,O,"ERNST, JONI K",REP,796026.0,TV AD BUY,2020-10-26 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,22.79,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-10-07 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,11362.47,DIGITAL AD PRODUCTION,2020-08-20 00:00:00,2020
LCV VICTORY FUND,O,"ERNST, JONI K",REP,947.92,RESEARCH SERVICES,2020-09-21 00:00:00,2020
LCV VICTORY FUND,S,"GROSS, AL DR.",IND,7549.92,DIGITAL AD PRODUCTION & BUY,2020-11-03 00:00:00,2020
LCV VICTORY FUND,O,"TILLIS, THOM R",REP,160.0,CONSULTING - ONLINE MESSAGING,2020-08-10 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,45000.0,DATA ANALYTICS SERVICES,2020-05-18 00:00:00,2020
LCV VICTORY FUND,O,"SULLIVAN, DAN",REP,35.35,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-10-27 00:00:00,2020
LCV VICTORY FUND,O,"TILLIS, THOM R",REP,266.67,CONSULTING - ONLINE MESSAGING,2020-09-29 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,7873.15,DIGITAL AD PRODUCTION,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"FREITAS, NICK J",REP,10.0,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-09-18 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,600.0,CONSULTING - ONLINE MESSAGING,2020-10-26 00:00:00,2020
LCV VICTORY FUND,S,"BULLOCK, STEVE",DEM,4278.79,TELEPHONE SERVICES,2020-10-06 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,11225.05,TV AD PRODUCTION,2020-10-23 00:00:00,2020
LCV VICTORY FUND,O,"HERRELL, STELLA YVETTE",REP,310000.0,TV AD BUY,2020-10-21 00:00:00,2020
LCV VICTORY FUND,O,"FREITAS, NICK J",REP,682.5,RESEARCH SERVICES,2020-09-29 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,8268.75,DIGITAL AD PRODUCTION,2020-10-16 00:00:00,2020
LCV VICTORY FUND,O,"MCSALLY, MARTHA",REP,877.0,DIGITAL AD PRODUCTION & BUY,2020-07-31 00:00:00,2020
LCV VICTORY FUND,O,"TENNEY, CLAUDIA",REP,682.5,RESEARCH SERVICES,2020-09-08 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,7000.0,DIGITAL AD PRODUCTION,2020-05-18 00:00:00,2020
LCV VICTORY FUND,O,"MCSALLY, MARTHA",REP,11514.81,TV AD PRODUCTION,2020-06-29 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,236.76,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-10-09 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,10500.0,DATA ANALYTICS SERVICES,2020-05-13 00:00:00,2020
LCV VICTORY FUND,O,"HERRELL, STELLA YVETTE",REP,10.0,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-09-18 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,1967149.0,TV AD BUY,2020-09-08 00:00:00,2020
LCV VICTORY FUND,O,"ROSENDALE, MATT MR.",REP,507.81,RESEARCH SERVICES,2020-10-13 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,6770.83,RESEARCH SERVICES,2020-05-15 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,100000.0,DIGITAL AD BUY,2020-10-28 00:00:00,2020
LCV VICTORY FUND,S,"GIDEON, SARA",DEM,44995.38,MAILER & POSTAGE,2020-10-27 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,100.0,CONSULTING - ONLINE MESSAGING,2020-09-29 00:00:00,2020
LCV VICTORY FUND,S,"GREENFIELD, THERESA",DEM,141131.0,FIELD CANVASS CONSULTING,2020-10-06 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-10-02 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,356734.46,MAILER & POSTAGE,2020-06-03 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,1055018.32,FIELD CANVASS CONSULTING,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"MACE, NANCY",REP,12958.81,TV AD PRODUCTION,2020-09-09 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,210.9,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-09-15 00:00:00,2020
LCV VICTORY FUND,O,"MCSALLY, MARTHA",REP,45.57,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-06-08 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,266.67,CONSULTING - ONLINE MESSAGING,2020-09-29 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,6748.19,DIGITAL AD PRODUCTION,2020-07-23 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,95368.35,MAILER & POSTAGE,2020-10-02 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,13333.0,POLLING,2020-08-13 00:00:00,2020
LCV VICTORY FUND,O,"SULLIVAN, DAN",REP,51.17,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-10-15 00:00:00,2020
LCV VICTORY FUND,O,"RICHTER, DAVID",REP,14250.0,INKIND: POLLING,2020-09-08 00:00:00,2020
LCV VICTORY FUND,O,"VAN DUYNE, ELIZABETH ANN",REP,361.11,RESEARCH SERVICES,2020-10-13 00:00:00,2020
LCV VICTORY FUND,O,"ERNST, JONI K",REP,172124.26,MAILER & POSTAGE,2020-10-21 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,22.79,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,20500.0,SURVEY RESEARCH,2020-06-15 00:00:00,2020
LCV VICTORY FUND,O,"ROSENDALE, MATT MR.",REP,1749.46,RADIO AD PRODUCTION,2020-10-13 00:00:00,2020
LCV VICTORY FUND,O,"RICHTER, DAVID",REP,28441.0,DIGITAL AD BUY,2020-09-18 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,16143.75,TV AD PRODUCTION,2020-10-15 00:00:00,2020
LCV VICTORY FUND,O,"MCSALLY, MARTHA",REP,75.0,CONSULTING - ONLINE MESSAGING,2020-08-18 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-09-16 00:00:00,2020
LCV VICTORY FUND,S,"PETERS, GARY",DEM,160854.75,MAILER & POSTAGE,2020-10-16 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,2131.38,VIDEO PRODUCTION,2020-06-30 00:00:00,2020
LCV VICTORY FUND,O,"TILLIS, THOM R",REP,975.0,RESEARCH SERVICES,2020-09-11 00:00:00,2020
LCV VICTORY FUND,O,"GARDNER, CORY",REP,45.57,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-09-17 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,220.37,STAFF TIME AND EMAILS FOR ONLINE MESSAGE & SOCIAL MEDIA (VIA DRAWDOWN),2020-08-14 00:00:00,2020
LCV VICTORY FUND,O,"MCSALLY, MARTHA",REP,1476119.0,TV AD  BUY,2020-06-08 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-09-29 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,12287.75,DIGITAL AD PRODUCTION,2020-07-16 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,30938.53,MAILER & POSTAGE,2020-09-16 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,210.9,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-09-25 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,158632.1,MAILER & POSTAGE,2020-10-23 00:00:00,2020
LCV VICTORY FUND,S,"CUNNINGHAM, JOE",DEM,1156.28,RADIO AD PRODUCTION,2020-10-13 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-09-29 00:00:00,2020
LCV VICTORY FUND,O,"TENNEY, CLAUDIA",REP,10.0,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-09-18 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,1462.5,RESEARCH SERVICES,2020-09-21 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,7911.64,DIGITAL AD PRODUCTION,2020-08-31 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,5444.46,DIGITAL AD PRODUCTION,2020-09-16 00:00:00,2020
LCV VICTORY FUND,O,"MCSALLY, MARTHA",REP,1625.0,RESEARCH SERVICES,2020-06-23 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,179000.0,POLLING,2020-05-18 00:00:00,2020
LCV VICTORY FUND,O,"HUDSON, RICHARD L. JR.",REP,8500.0,INKIND: POLLING,2020-10-15 00:00:00,2020
LCV VICTORY FUND,S,"GREENFIELD, THERESA",DEM,62500.0,DIGITAL AD PRODUCTION & BUY,2020-10-08 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,595.0,DIGITAL AD PRODUCTION,2020-09-22 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-09-29 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,8602.0,DIGITAL AD PRODUCTION,2020-09-03 00:00:00,2020
LCV VICTORY FUND,O,"RICHTER, DAVID",REP,361.11,RESEARCH SERVICES,2020-10-13 00:00:00,2020
LCV VICTORY FUND,S,"CUNNINGHAM, JOE",DEM,35062.5,RADIO AD BUY,2020-10-02 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,52.06,STAFF TIME FOR PRESS RELEASE & SOCIAL MEDIA (VIA DRAWDOWN),2020-07-28 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,220.37,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-08-21 00:00:00,2020
LCV VICTORY FUND,O,"MCSALLY, MARTHA",REP,1625.0,RESEARCH SERVICES,2020-07-02 00:00:00,2020
LCV VICTORY FUND,O,"GIMENEZ, CARLOS",REP,6200.0,TV AD PRODUCTION,2020-10-22 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,95198.35,MAILER & POSTAGE,2020-10-05 00:00:00,2020
LCV VICTORY FUND,O,"TILLIS, THOM R",REP,160.0,CONSULTING - ONLINE MESSAGING,2020-09-29 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,438148.47,MAILER & POSTAGE,2020-06-24 00:00:00,2020
LCV VICTORY FUND,O,"RICHTER, DAVID",REP,25014.0,DIGITAL AD  BUY,2020-09-04 00:00:00,2020
LCV VICTORY FUND,O,"ERNST, JONI K",REP,15848.0,TV AD PRODUCTION,2020-09-24 00:00:00,2020
LCV VICTORY FUND,O,"TILLIS, THOM R",REP,110.32,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-09-29 00:00:00,2020
LCV VICTORY FUND,O,"FREITAS, NICK J",REP,45.57,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-09-29 00:00:00,2020
LCV VICTORY FUND,O,"ERNST, JONI K",REP,37.02,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-10-27 00:00:00,2020
LCV VICTORY FUND,O,"LOEFFLER, KELLY",REP,5000.0,DIGITAL AD PRODUCTION & BUY,2020-12-17 00:00:00,2020
LCV VICTORY FUND,O,"TILLIS, THOM R",REP,52.06,STAFF TIME FOR PRESS RELEASE & SOCIAL MEDIA (VIA DRAWDOWN),2020-07-28 00:00:00,2020
LCV VICTORY FUND,S,"GREENFIELD, THERESA",DEM,65000.0,FIELD CANVASS CONSULTING,2020-10-28 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,14252.42,DIGITAL AD PRODUCTION,2020-05-29 00:00:00,2020
LCV VICTORY FUND,S,"GIDEON, SARA",DEM,70000.0,FIELD CANVASS CONSULTING,2020-10-28 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,1000000.0,DIGITAL AD BUY,2020-10-06 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,8125.0,RESEARCH SERVICES,2020-07-02 00:00:00,2020
LCV VICTORY FUND,S,"BULLOCK, STEVE",DEM,52131.0,DIGITAL AD PRODUCTION & BUY,2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,1456.14,DIGITAL AD PRODUCTION,2020-07-29 00:00:00,2020
LCV VICTORY FUND,O,"ERNST, JONI K",REP,266.67,CONSULTING - ONLINE MESSAGING,2020-08-31 00:00:00,2020
LCV VICTORY FUND,O,"COLLINS, SUSAN M",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-10-02 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,409222.16,MAILER & POSTAGE,2020-06-04 00:00:00,2020
LCV VICTORY FUND,O,"GARDNER, CORY",REP,7834.5,DIGITAL AD PRODUCTION,2020-09-17 00:00:00,2020
LCV VICTORY FUND,S,"OSSOFF, T. JONATHAN",DEM,149.99,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-12-07 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,1354.17,RESEARCH SERVICES,2020-05-08 00:00:00,2020
LCV VICTORY FUND,S,"GIDEON, SARA",DEM,60000.0,DIGITAL AD BUY,2020-10-28 00:00:00,2020
LCV VICTORY FUND,S,"PETERS, GARY",DEM,22.79,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-10-19 00:00:00,2020
LCV VICTORY FUND,O,"TENNEY, CLAUDIA",REP,475000.0,TV AD BUY,2020-09-08 00:00:00,2020
LCV VICTORY FUND,O,"DAINES, STEVE",REP,91.14,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2020-08-13 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,185668.56,MAILER & POSTAGE,2020-08-04 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,220.37,STAFF TIME AND EMAILS FOR ONLINE MESSAGE (VIA DRAWDOWN),2020-08-23 00:00:00,2020
LCV VICTORY FUND,O,"GARDNER, CORY",REP,160.0,CONSULTING - ONLINE MESSAGING,2020-08-10 00:00:00,2020
LCV VICTORY FUND,S,"GREENFIELD, THERESA",DEM,106053.99,MAILER & POSTAGE,2020-10-22 00:00:00,2020
LCV VICTORY FUND,S,"PETERS, GARY",DEM,160854.75,MAILER & POSTAGE,2020-10-19 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,45578.0,TV AD BUY,2020-10-02 00:00:00,2020
LCV VICTORY FUND,O,"TRUMP, DONALD J",REP,800.0,CONSULTING - ONLINE MESSAGING,2020-09-10 00:00:00,2020
LCV VICTORY FUND,S,"BIDEN, JOSEPH R JR",DEM,8268.75,DIGITAL AD PRODUCTION,2020-11-23 00:00:00,2020
